Japonais kanji,Japonais simple,Français,Topic,Section,Niveau
島,しま,l'île,T6,aucune,A2/B1
(十分(な)),じゅうぶん(な),suffisant,T6,aucune,A2/B1
出席(します),しゅっせき(します),la présence (être présent),T6,aucune,A2/B1
準備(します),じゅんび(します),les préparatifs (préparer),T6,aucune,A2/B1
招待状,しょうたいじょう,le carton d'invitation,T6,aucune,A2/B1
職場,しょくば,le lieu de travail,T6,aucune,A2/B1
女性,じょせい,la femme,T6,aucune,A2/B1
知り合います,しりあいます,faire la connaissance de quelqu'un,T6,aucune,A2/B1
神社,じんじゃ,le sanctuaire shinto,T6,aucune,A2/B1
(末長い),すえながい,long / longtemps,T6,aucune,A2/B1
すがた,すがた,la forme / l'image / l'apparence,T6,aucune,A2/B1
すてき(な),すてき(な),ravissant,T6,aucune,A2/B1
スピーチ,スピーチ,le discours,T6,aucune,A2/B1
せいかく,せいかく,le caractère / la personnalité,T6,aucune,A2/B1
そーお,そーお,je vois,T6,aucune,A2/B1
～代,だい,génération de ~,T6,aucune,A2/B1
たいくつ(な),たいくつ(な),ennuyant,T6,aucune,A2/B1
(大事(な)),だいじ(な),précieux / important,T6,aucune,A2/B1
たくさん,たくさん(のひと),beaucoup de (personnes),T6,aucune,A2/B1
助けます,たすけます,aider,T6,aucune,A2/B1
(例えば),たとえば,par exemple,T6,aucune,A2/B1
たぶん,たぶん,probablement,T6,aucune,A2/B1
だれ,だれ,Qui ?,T6,aucune,A2/B1
男女,だんじょ,hommes et femmes / mixte,T6,aucune,A2/B1
ダンス,ダンス,la danse,T6,aucune,A2/B1
男性,だんせい,les hommes,T6,aucune,A2/B1
近ごろ,ちかごろ,dernièrement,T6,aucune,A2/B1
～中,ちゅう,en cours de / en situation de,T6,aucune,A2/B1
つき合い,つきあい,relation (ici synonyme de かんけい),T6,aucune,A2/B1
つき合います,つきあいます,sortir avec,T6,aucune,A2/B1
出会い,であい,la (première) rencontre,T6,aucune,A2/B1
(出来事),できごと,l'évènement / l'incident,T6,aucune,A2/B1
長い(長く),ながい(ながく),long (longuement),T6,aucune,A2/B1
なかがいい,なかがいい,bien s'entendre,T6,aucune,A2/B1
なぐさめます,なぐさめます,consoler,T6,aucune,A2/B1
なくなります,なくなります(ひとが),décéder,T6,aucune,A2/B1
日本祭,にほんまつり,le festival japonais,T6,aucune,A2/B1
にます(にています),にます,ressembler,T6,aucune,A2/B1
入院(します),にゅういん(します),l'hospitalisation (être hospitalisé),T6,aucune,A2/B1
願い,ねがい,le vœu / le souhait,T6,aucune,A2/B1
ネクタイ,ネクタイ,la cravate,T6,aucune,A2/B1
(場合),ばあい,le cas,T6,aucune,A2/B1
パーティー,パーティー,la fête,T6,aucune,A2/B1
はげまします,はげまします,encourager,T6,aucune,A2/B1
花,はな,la fleur,T6,aucune,A2/B1
ピアノ,ピアノ,le piano,T6,aucune,A2/B1
ひきます,ひきます(ピアノを),jouer (du piano),T6,aucune,A2/B1
ビデオ,ビデオ,la vidéo,T6,aucune,A2/B1
ブラジル,ブラジル,le Brésil,T6,aucune,A2/B1
プロポーズ(します),プロポーズ(します),la demande en mariage (demander en mariage),T6,aucune,A2/B1
ペア,ペア,la paire,T6,aucune,A2/B1
方,ほう,il vaut mieux / il est préférable de,T6,aucune,A2/B1
ぼくたち,ぼくたち,nous (énoncé prononcé par un homme),T6,aucune,A2/B1
ほんとう／ほんと,ほんとう／ほんと,vraiment,T6,aucune,A2/B1
まご,まご,le petit-enfant,T6,aucune,A2/B1
まさか,まさか,Ne me dites pas que / C'est pas possible,T6,aucune,A2/B1
マドリード,マドリード,Madrid,T6,aucune,A2/B1
見つけます,みつけます,trouver,T6,aucune,A2/B1
めずらしい,めずらしい,rare,T6,aucune,A2/B1
もうします,もうします,dire (poli),T6,aucune,A2/B1
もちろん,もちろん,bien sûr / évidemment,T6,aucune,A2/B1
持っていきます,もっていきます,emporter,T6,aucune,A2/B1
森／森さん,もり／もりさん,Mori / Madame Mori,T6,aucune,A2/B1
練習(します),れんしゅう(します),l'entraînement (s'entraîner),T6,aucune,A2/B1
わーお,わーお,waouh,T6,aucune,A2/B1
(別れます),わかれます,se séparer,T6,aucune,A2/B1
朝ご飯,あさごはん,le petit-déjeuner,T7,aucune,A2/B1
アドバイス,アドバイス,le conseil,T7,aucune,A2/B1
あやまります,あやまります,s'excuser,T7,aucune,A2/B1
(意外(な)),いがい(な),imprévu / inattendu,T7,aucune,A2/B1
いっしょうけんめい(な),いっしょうけんめい(な),de toutes ses forces,T7,aucune,A2/B1
いや(な),いや(な),désagréable / détestable,T7,aucune,A2/B1
いります,いります,avoir besoin,T7,aucune,A2/B1
入れます,いれます,mettre / insérer,T7,aucune,A2/B1
うーん,うーん,hmm (marque l'hésitation),T7,aucune,A2/B1
(後ろ),うしろ,derrière,T7,aucune,A2/B1
大山／大山さん,おおやま／おおやまさん,Oyama / Monsieur Oyama,T7,aucune,A2/B1
お酒,おさけ(さけ),l'alcool / la liqueur,T7,aucune,A2/B1
おたがい,おたがい,mutuel / réciproque,T7,aucune,A2/B1
親,おや,le parent,T7,aucune,A2/B1
会社員,かいしゃいん,l'employé,T7,aucune,A2/B1
返します,かえします,rendre,T7,aucune,A2/B1
変えます,かえます,changer / modifier,T7,aucune,A2/B1
かかります(でんわが),かかります(でんわが),recevoir (un appel téléphonique),T7,aucune,A2/B1
かけます(こえを),かけます(こえを),appeler quelqu'un / adresser la parole à,T7,aucune,A2/B1
かなしい,かなしい,triste,T7,aucune,A2/B1
カレシ,かれし,le petit ami,T7,aucune,A2/B1
気分,きぶん,l'humeur,T7,aucune,A2/B1
くび,くび,le cou,T7,aucune,A2/B1
けんか(します),けんか(します),la dispute (se disputer),T7,aucune,A2/B1
こえ,こえ,la voix,T7,aucune,A2/B1
コーヒー,コーヒー,le café,T7,aucune,A2/B1
心,こころ,le cœur / l'esprit,T7,aucune,A2/B1
今後,こんご,désormais / à l'avenir,T7,aucune,A2/B1
今夜,こんや,ce soir,T7,aucune,A2/B1
(仕方がない),しかたがない,on n'y peut rien (situation inévitable),T7,aucune,A2/B1
しかります,しかります,gronder / réprimander,T7,aucune,A2/B1
じっと,じっと,immobile / fixement,T7,aucune,A2/B1
しばらく,しばらく,quelques instants / un certain temps,T7,aucune,A2/B1
社会,しゃかい,la société,T7,aucune,A2/B1
社会人,しゃかいじん,la personne active (qui subvient à ses propres besoins),T7,aucune,A2/B1
しゃべります,しゃべります,discuter / bavarder,T7,aucune,A2/B1
新人,しんじん,le nouveau / le débutant (notamment au travail),T7,aucune,A2/B1
心配(な),しんぱい(な),l'inquiétude (inquiet),T7,aucune,A2/B1
(新聞),しんぶん,le journal,T7,aucune,A2/B1
親友,しんゆう,l'ami intime,T7,aucune,A2/B1
鈴木／鈴木さん,すずき／すずきさん,Suzuki / Madame Suzuki,T7,aucune,A2/B1
すすめます,すすめます,recommander,T7,aucune,A2/B1
すっきりします,すっきりします,se sentir délivré / se sentir frais,T7,aucune,A2/B1
せっかく,せっかく,(utilisé quand une action a été faite spécialement pour une cause précise),T7,aucune,A2/B1
相談(します),そうだん(します),la consultation (consulter),T7,aucune,A2/B1
そしたら,そしたら,et à ce moment-là,T7,aucune,A2/B1
そば,そば,à côté,T7,aucune,A2/B1
それより,それより,au-delà de cette question,T7,aucune,A2/B1
だから,だから,c'est pourquoi,T7,aucune,A2/B1
たて,たて,vertical,T7,aucune,A2/B1
タバコ,タバコ,le tabac,T7,aucune,A2/B1
父親,ちちおや,père,T7,aucune,A2/B1
(続けます),つづけます,continuer / poursuivre,T7,aucune,A2/B1
つらい,つらい,douloureux / pénible,T7,aucune,A2/B1
とうこう(します),とうこう(します),la publication (publier un article),T7,aucune,A2/B1
ドクター,ドクター,docteur,T7,aucune,A2/B1
長電話,ながでんわ,le long coup de fil,T7,aucune,A2/B1
なくなります,なくなります(げんきが),perdre (son entrain),T7,aucune,A2/B1
(生意気(な)),なまいき(な),effronté / insolent,T7,aucune,A2/B1
なやみ,なやみ,le souci,T7,aucune,A2/B1
なやみます,なやみます,se faire du souci / se tracasser pour,T7,aucune,A2/B1
なんだか,なんだか,d'une certaine façon / plus ou moins,T7,aucune,A2/B1
人間,にんげん,l'humain,T7,aucune,A2/B1
人間関係,にんげんかんけい,les relations humaines,T7,aucune,A2/B1
人数,にんずう,le nombre de personnes,T7,aucune,A2/B1
ねえ,ねえ,Dis (pour aborder une conversation),T7,aucune,A2/B1
寝ます,ねます,dormir / se coucher,T7,aucune,A2/B1
ねむります,ねむります,dormir,T7,aucune,A2/B1
飲み会,のみかい,la soirée (alcoolisée),T7,aucune,A2/B1
飲みます,のみます,boire,T7,aucune,A2/B1
のります,のります(そうだんに),écouter l'histoire de quelqu'un (pour l'aider),T7,aucune,A2/B1
はあ,はあ,pff (soupir),T7,aucune,A2/B1
はっきり,はっきり,clairement,T7,aucune,A2/B1
ハッピー(な),ハッピー(な),heureux / content,T7,aucune,A2/B1
はらいます,はらいます,payer,T7,aucune,A2/B1
～番目,ばんめ,le ~ème,T7,aucune,A2/B1
ひどい,ひどい,terrible / cruel / mesquin,T7,aucune,A2/B1
不安,ふあん,l'inquiétude / l'angoisse,T7,aucune,A2/B1
ふう,ふう,ah là là (soupir),T7,aucune,A2/B1
ふうん／ふーん,ふうん／ふーん,ah (bon),T7,aucune,A2/B1
ふります,ふります,secouer / agiter,T7,aucune,A2/B1
(返事),へんじ,la réponse,T7,aucune,A2/B1
ホーム,ホーム,la page d'accueil,T7,aucune,A2/B1
まもります,まもります,protéger,T7,aucune,A2/B1
まよいます,まよいます,hésiter / se perdre,T7,aucune,A2/B1
むせきにん(な),むせきにん(な),irresponsable,T7,aucune,A2/B1
目,め,l'œil / les yeux,T7,aucune,A2/B1
休み,やすみ,le repos / le congé,T7,aucune,A2/B1
ゆうこ/ゆうこさん,ゆうこ／ゆうこさん,Yuko,T7,aucune,A2/B1
よこ,よこ,le côté,T7,aucune,A2/B1
ランキング,ランキング,le classement,T7,aucune,A2/B1
リサ/リサさん,リサ／リサさん,Risa,T7,aucune,A2/B1
恋愛,れんあい,l'amour,T7,aucune,A2/B1
わらいます,わらいます,rire / sourire,T7,aucune,A2/B1
わりかん,わりかん,le partage de l'addition,T7,aucune,A2/B1
あいます,あいます(ひどいめに),être confronté à (une situation terrible),T8,aucune,A2/B1
(開きます),あきます,s'ouvrir,T8,aucune,A2/B1
(開けます),あけます,ouvrir,T8,aucune,A2/B1
アナウンス,アナウンス,l'annonce,T8,aucune,A2/B1
洗います,あらいます,laver,T8,aucune,A2/B1
～行き,いき,à destination de ~,T8,aucune,A2/B1
今しばらく,いましばらく,un instant (d'attente),T8,aucune,A2/B1
受付,うけつけ,la réception / l'accueil,T8,aucune,A2/B1
エアコン,エアコン,l'air conditionné,T8,aucune,A2/B1
映画,えいが,le film,T8,aucune,A2/B1
えー,えー,Quoi ? / Sérieux ? (expression de l'étonnement),T8,aucune,A2/B1
ええと／ええっと,ええと／ええっと,euh,T8,aucune,A2/B1
エーン,エーン,ouin (pleurs),T8,aucune,A2/B1
エレベーター,エレベーター,l'ascenseur,T8,aucune,A2/B1
エンジン,エンジン,le moteur,T8,aucune,A2/B1
お急ぎ,おいそぎ,vous êtes pressé (formel),T8,aucune,A2/B1
(起こります),おこります,se produire / survenir,T8,aucune,A2/B1
思い出します,おもいだします,se souvenir,T8,aucune,A2/B1
お湯,おゆ(ゆ),l'eau chaude,T8,aucune,A2/B1
おります,おります,descendre (d'un transport etc.),T8,aucune,A2/B1
お忘れ物,おわすれもの,l'objet perdu,T8,aucune,A2/B1
お忘れ物センター,おわすれものセンター,le centre des objets trouvés,T8,aucune,A2/B1
開始(します),かいし(します),le commencement / la rentrée,T8,aucune,A2/B1
ガイドブック,ガイドブック,le guide de voyage (livre),T8,aucune,A2/B1
カウンター,カウンター,le comptoir,T8,aucune,A2/B1
かけます(めいわくを),かけます(めいわくを),causer (des désagréments),T8,aucune,A2/B1
方(このあたりの),かた,une personne (du coin),T8,aucune,A2/B1
かばん,かばん,le sac / la sacoche,T8,aucune,A2/B1
きえます,きえます,disparaître,T8,aucune,A2/B1
帰国(します),きこく(します),le retour au pays (rentrer dans son pays),T8,aucune,A2/B1
技術者,ぎじゅつしゃ,le technicien,T8,aucune,A2/B1
ゲート,ゲート,la porte (aéroport),T8,aucune,A2/B1
ゲーム,ゲーム,le jeu,T8,aucune,A2/B1
けします,けします,effacer / éteindre,T8,aucune,A2/B1
～後,ご,dans ~ (expression temporelle) / après ~,T8,aucune,A2/B1
～航空,こうくう,la compagnie aérienne ~,T8,aucune,A2/B1
～号室,ごうしつ,chambre numéro ~,T8,aucune,A2/B1
国際～,こくさい,international,T8,aucune,A2/B1
午後,ごご,l'après-midi,T8,aucune,A2/B1
故障(します),こしょう(します),la panne (tomber en panne),T8,aucune,A2/B1
ご搭乗,ごとうじょう(とうじょう),l'embarquement,T8,aucune,A2/B1
ごめいわく(めいわく),ごめいわく(めいわく),le désagrément,T8,aucune,A2/B1
コメント,コメント,le commentaire / l'avis,T8,aucune,A2/B1
ご利用,ごりよう(りよう),l'utilisation / l'usage,T8,aucune,A2/B1
サイン,サイン,la signature,T8,aucune,A2/B1
～時,じ,~ heures,T8,aucune,A2/B1
自動詞,じどうし,le verbe intransitif (sans complément d'objet),T8,aucune,A2/B1
しまります,しまります,se fermer / être fermé(e),T8,aucune,A2/B1
しめます,しめます,fermer,T8,aucune,A2/B1
出発(します),しゅっぱつ(します),le départ (partir),T8,aucune,A2/B1
出発ゲート,しゅっぱつゲート,la porte d'embarquement,T8,aucune,A2/B1
知らせます,しらせます,informer,T8,aucune,A2/B1
スイッチ,スイッチ,l'interrupteur,T8,aucune,A2/B1
スーツケース,スーツケース,la valise,T8,aucune,A2/B1
すごします,すごします,passer,T8,aucune,A2/B1
スタッフ,スタッフ,le personnel,T8,aucune,A2/B1
説明(します),せつめい(します),l'explication (expliquer),T8,aucune,A2/B1
センター,センター,le centre,T8,aucune,A2/B1
そうじ,そうじ,le ménage,T8,aucune,A2/B1
それから,それから,ensuite,T8,aucune,A2/B1
(大変),たいへん,terrible / difficile (situation),T8,aucune,A2/B1
たずねます,たずねます,rendre visite / demander,T8,aucune,A2/B1
立てます(計画を),たてます(けいかくを),dresser / établir (un projet),T8,aucune,A2/B1
他動詞,たどうし,le verbe transitif (avec complément d'objet en ～を),T8,aucune,A2/B1
たのみます,たのみます,demander (un service),T8,aucune,A2/B1
チェック(します),チェック(します),la vérification (vérifier),T8,aucune,A2/B1
チェックイン(します),チェックイン(します),l'enregistrement (enregistrer),T8,aucune,A2/B1
チェックインカウンター,チェックインカウンター,le comptoir d'enregistrement,T8,aucune,A2/B1
つきます(でんきが),つきます(でんきが),être allumé(e) / s'allumer (la lumière),T8,aucune,A2/B1
つけます,つけます,allumer (un appareil électrique / la lumière),T8,aucune,A2/B1
手,て,la main,T8,aucune,A2/B1
(丁寧体),ていねいたい,la forme polie (です・ます),T8,aucune,A2/B1
手続き,てつづき,les formalités / les procédures,T8,aucune,A2/B1
出てきます,でてきます,sortir / apparaître,T8,aucune,A2/B1
電気,でんき,l'électricité,T8,aucune,A2/B1
ドア,ドア,la porte,T8,aucune,A2/B1
トイレ,トイレ,les toilettes,T8,aucune,A2/B1
搭乗,とうじょう,l'embarquement,T8,aucune,A2/B1
到着(します),とうちゃく(します),l'arrivée (arriver),T8,aucune,A2/B1
どこか,どこか,quelque part,T8,aucune,A2/B1
とにかく,とにかく,en tout cas,T8,aucune,A2/B1
(飛びます),とびます,voler (dans les airs),T8,aucune,A2/B1
止まります,とまります,s'arrêter,T8,aucune,A2/B1
止めます,とめます,arrêter,T8,aucune,A2/B1
トラブル,トラブル,les ennuis / les problèmes,T8,aucune,A2/B1
どろぼう,どろぼう,le voleur,T8,aucune,A2/B1
ないよう,ないよう,le contenu,T8,aucune,A2/B1
中,なか,l'intérieur,T8,aucune,A2/B1
ながれます,ながれます,couler,T8,aucune,A2/B1
なきます,なきます,pleurer,T8,aucune,A2/B1
なぜ,なぜ,pourquoi,T8,aucune,A2/B1
にげます,にげます,fuir / s'enfuir,T8,aucune,A2/B1
にっき,にっき,le journal intime / le carnet de notes personnelles,T8,aucune,A2/B1
荷物,にもつ,le bagage,T8,aucune,A2/B1
始まります,はじまります,commencer,T8,aucune,A2/B1
パスポート,パスポート,le passport,T8,aucune,A2/B1
パリ,パリ,Paris,T8,aucune,A2/B1
～半,はん,et demi(e) (heure / durée),T8,aucune,A2/B1
～番,ばん,numéro ~,T8,aucune,A2/B1
飛行機,ひこうき,l'avion,T8,aucune,A2/B1
～便,びん,vol ~,T8,aucune,A2/B1
ふつうたい,ふつうたい,la forme neutre,T8,aucune,A2/B1
フライト,フライト,le vol (avion),T8,aucune,A2/B1
(下手(な)),へた(な),maladroit / mauvais,T8,aucune,A2/B1
ベッド,ベッド,le lit,T8,aucune,A2/B1
変更,へんこう,la modification,T8,aucune,A2/B1
ホッ,ホッ,ouf (soulagement),T8,aucune,A2/B1
ホテル,ホテル,l'hôtel,T8,aucune,A2/B1
マッサージ,マッサージ,le massage,T8,aucune,A2/B1
まど,まど,la fenêtre,T8,aucune,A2/B1
見送り,みおくり,raccompagner,T8,aucune,A2/B1
水,みず,l'eau,T8,aucune,A2/B1
南,みなみ,le sud,T8,aucune,A2/B1
もうすぐ,もうすぐ,bientôt / sous peu,T8,aucune,A2/B1
予定,よてい,le projet / quelque chose de prévu,T8,aucune,A2/B1
利用,りよう,l'utilisation / l'usage,T8,aucune,A2/B1
れいな/れいなさん,れいな／れいなさん,Reina,T8,aucune,A2/B1
歴史,れきし,l'histoire,T8,aucune,A2/B1
ロンドン,ロンドン,Londres,T8,aucune,A2/B1
忘れ物,わすれもの,l'objet perdu,T8,aucune,A2/B1
わびます,わびます,présenter ses excuses,T8,aucune,A2/B1
あいます(ひどいめに),あいます(ひどいめに),être confronté à (une situation terrible),T8,aucune,A2/B1
(開きます),あきます,s'ouvrir,T8,aucune,A2/B1
(開けます),あけます,ouvrir,T8,aucune,A2/B1
アナウンス,アナウンス,l'annonce,T8,aucune,A2/B1
洗います,あらいます,laver,T8,aucune,A2/B1
～行き,～いき,à destination de ~,T8,aucune,A2/B1
今しばらく,いましばらく,un instant (d'attente),T8,aucune,A2/B1
受付,うけつけ,la réception / l'accueil,T8,aucune,A2/B1
エアコン,エアコン,l'air conditionné,T8,aucune,A2/B1
映画,えいが,le film,T8,aucune,A2/B1
えー,えー,Quoi ? / Sérieux ? (expression de l'étonnement),T8,aucune,A2/B1
ええと／ええっと,ええと／ええっと,euh,T8,aucune,A2/B1
エーン,エーン,ouin (pleurs),T8,aucune,A2/B1
エレベーター,エレベーター,l'ascenseur,T8,aucune,A2/B1
エンジン,エンジン,le moteur,T8,aucune,A2/B1
お急ぎ,おいそぎ,vous êtes pressé (formel),T8,aucune,A2/B1
(起こります),おこります,se produire / survenir,T8,aucune,A2/B1
思い出します,おもいだします,se souvenir,T8,aucune,A2/B1
お湯,おゆ(ゆ),l'eau chaude,T8,aucune,A2/B1
おります,おります,"descendre (d'un transport, etc.)",T8,aucune,A2/B1
お忘れ物,おわすれもの,l'objet perdu,T8,aucune,A2/B1
お忘れ物センター,おわすれものセンター,le centre des objets trouvés,T8,aucune,A2/B1
開始(します),かいし(します),le commencement / la rentrée,T8,aucune,A2/B1
ガイドブック,ガイドブック,le guide de voyage (livre),T8,aucune,A2/B1
カウンター,カウンター,le comptoir,T8,aucune,A2/B1
かけます(めいわくを),かけます(めいわくを),causer (des désagréments),T8,aucune,A2/B1
方(このあたりの),かた,une personne (du coin),T8,aucune,A2/B1
かばん,かばん,le sac / la sacoche,T8,aucune,A2/B1
きえます,きえます,disparaître,T8,aucune,A2/B1
帰国(します),きこく(します),le retour au pays (rentrer dans son pays),T8,aucune,A2/B1
技術者,ぎじゅつしゃ,le technicien,T8,aucune,A2/B1
ゲート,ゲート,la porte (aéroport),T8,aucune,A2/B1
ゲーム,ゲーム,le jeu,T8,aucune,A2/B1
けします,けします,effacer / éteindre,T8,aucune,A2/B1
～後,ご,dans ~ (expression temporelle) / après ~,T8,aucune,A2/B1
～航空,こうくう,la compagnie aérienne ~,T8,aucune,A2/B1
～号室,ごうしつ,chambre numéro ~,T8,aucune,A2/B1
国際～,こくさい～,international,T8,aucune,A2/B1
午後,ごご,l'après-midi,T8,aucune,A2/B1
故障(します),こしょう(します),la panne (tomber en panne),T8,aucune,A2/B1
ご搭乗,ごとうじょう(とうじょう),l'embarquement,T8,aucune,A2/B1
ごめいわく(めいわく),ごめいわく(めいわく),le désagrément,T8,aucune,A2/B1
コメント,コメント,le commentaire / l'avis,T8,aucune,A2/B1
ご利用,ごりよう(りよう),l'utilisation / l'usage,T8,aucune,A2/B1
サイン,サイン,la signature,T8,aucune,A2/B1
～時,じ,~ heures,T8,aucune,A2/B1
自動詞,じどうし,le verbe intransitif (sans complément d'objet),T8,aucune,A2/B1
しまります,しまります,se fermer / être fermé(e),T8,aucune,A2/B1
しめます,しめます,fermer,T8,aucune,A2/B1
出発(します),しゅっぱつ(します),le départ (partir),T8,aucune,A2/B1
出発ゲート,しゅっぱつゲート,la porte d'embarquement,T8,aucune,A2/B1
知らせます,しらせます,informer,T8,aucune,A2/B1
スイッチ,スイッチ,l'interrupteur,T8,aucune,A2/B1
スーツケース,スーツケース,la valise,T8,aucune,A2/B1
すごします,すごします,passer,T8,aucune,A2/B1
スタッフ,スタッフ,le personnel,T8,aucune,A2/B1
説明(します),せつめい(します),l'explication (expliquer),T8,aucune,A2/B1
センター,センター,le centre,T8,aucune,A2/B1
そうじ,そうじ,le ménage,T8,aucune,A2/B1
それから,それから,ensuite,T8,aucune,A2/B1
(大変),たいへん,terrible / difficile (situation),T8,aucune,A2/B1
たずねます,たずねます,rendre visite / demander,T8,aucune,A2/B1
立てます(計画を),たてます(けいかくを),dresser / établir (un projet),T8,aucune,A2/B1
他動詞,たどうし,le verbe transitif (avec complément d'objet en ～を),T8,aucune,A2/B1
たのみます,たのみます,demander (un service),T8,aucune,A2/B1
チェック(します),チェック(します),la vérification (vérifier),T8,aucune,A2/B1
チェックイン(します),チェックイン(します),"l'enregistrement (enregistrer) [dans un aéroport, un hôtel, etc.]",T8,aucune,A2/B1
チェックインカウンター,チェックインカウンター,"le comptoir d'enregistrement (à l'aéroport, etc.)",T8,aucune,A2/B1
つきます(でんきが),つきます(でんきが),être allumé(e) / s'allumer (la lumière),T8,aucune,A2/B1
つけます,つけます,"allumer (un appareil électrique, la lumière)",T8,aucune,A2/B1
手,て,la main,T8,aucune,A2/B1
(丁寧体),ていねいたい,la forme polie (です・ます）,T8,aucune,A2/B1
手続き,てつづき,les formalités / les procédures,T8,aucune,A2/B1
出てきます,でてきます,sortir / apparaître,T8,aucune,A2/B1
電気,でんき,l'électricité,T8,aucune,A2/B1
ドア,ドア,la porte,T8,aucune,A2/B1
トイレ,トイレ,les toilettes,T8,aucune,A2/B1
搭乗,とうじょう,l'embarquement,T8,aucune,A2/B1
到着(します),とうちゃく(します),l'arrivée (arriver),T8,aucune,A2/B1
どこか,どこか,quelque part,T8,aucune,A2/B1
とにかく,とにかく,en tout cas,T8,aucune,A2/B1
(飛びます),とびます,voler (dans les airs),T8,aucune,A2/B1
止まります,とまります,s'arrêter,T8,aucune,A2/B1
止めます,とめます,arrêter,T8,aucune,A2/B1
トラブル,トラブル,les ennuis / les problèmes,T8,aucune,A2/B1
どろぼう,どろぼう,le voleur,T8,aucune,A2/B1
ないよう,ないよう,le contenu,T8,aucune,A2/B1
中,なか,l'intérieur,T8,aucune,A2/B1
ながれます,ながれます,couler,T8,aucune,A2/B1
なきます,なきます,pleurer,T8,aucune,A2/B1
なぜ,なぜ,pourquoi,T8,aucune,A2/B1
にげます,にげます,fuir / s'enfuir,T8,aucune,A2/B1
にっき,にっき,le journal intime / le carnet de notes personnelles,T8,aucune,A2/B1
荷物,にもつ,le bagage,T8,aucune,A2/B1
始まります,はじまります,commencer,T8,aucune,A2/B1
パスポート,パスポート,le passeport,T8,aucune,A2/B1
パリ,パリ,Paris,T8,aucune,A2/B1
～半,はん,"et demi(e) (heure, durée)",T8,aucune,A2/B1
～番,ばん,numéro ~,T8,aucune,A2/B1
飛行機,ひこうき,l'avion,T8,aucune,A2/B1
～便,びん,vol ~,T8,aucune,A2/B1
ふつうたい,ふつうたい,la forme neutre,T8,aucune,A2/B1
フライト,フライト,le vol (avion),T8,aucune,A2/B1
(下手(な)),へた(な),maladroit / mauvais,T8,aucune,A2/B1
ベッド,ベッド,le lit,T8,aucune,A2/B1
変更,へんこう,la modification,T8,aucune,A2/B1
ホッ,ホッ,ouf (soulagement),T8,aucune,A2/B1
ホテル,ホテル,l'hôtel,T8,aucune,A2/B1
マッサージ,マッサージ,le massage,T8,aucune,A2/B1
まど,まど,la fenêtre,T8,aucune,A2/B1
見送り,みおくり,raccompagner,T8,aucune,A2/B1
水,みず,l'eau,T8,aucune,A2/B1
南,みなみ,le sud,T8,aucune,A2/B1
もうすぐ,もうすぐ,bientôt / sous peu,T8,aucune,A2/B1
予定,よてい,le projet / quelque chose de prévu,T8,aucune,A2/B1
利用,りよう,l'utilisation / l'usage,T8,aucune,A2/B1
れいな/れいなさん,れいな/れいなさん,Reina,T8,aucune,A2/B1
歴史,れきし,l'histoire,T8,aucune,A2/B1
ロンドン,ロンドン,Londres,T8,aucune,A2/B1
忘れ物,わすれもの,l'objet perdu,T8,aucune,A2/B1
わびます,わびます,présenter ses excuses,T8,aucune,A2/B1
アジア,アジア,l'Asie,T9,aucune,A2/B1
あそこ,あそこ,là-bas,T9,aucune,A2/B1
あらわします,あらわします,montrer / afficher / exprimer,T9,aucune,A2/B1
ある,ある,un(e) certain(e) ~,T9,aucune,A2/B1
いえいえ,いえいえ,mais non (exprime souvent de la modestie),T9,aucune,A2/B1
今まで,いままで,jusqu'à présent,T9,aucune,A2/B1
いらっしゃいます,いらっしゃいます,"être là (langage honorifique, équivalent de いる)",T9,aucune,A2/B1
いらっしゃいませ,いらっしゃいませ,bonjour / bienvenue,T9,aucune,A2/B1
売ります,うります,vendre,T9,aucune,A2/B1
営業,えいぎょう,le commerce,T9,aucune,A2/B1
営業部,えいぎょうぶ,le service commercial,T9,aucune,A2/B1
選びます,えらびます,choisir,T9,aucune,A2/B1
お名前,おなまえ(なまえ),(votre) nom,T9,aucune,A2/B1
お願い(します),おねがい(します),le souhait (je m'en remets à vous),T9,aucune,A2/B1
おもに,おもに,principalement,T9,aucune,A2/B1
おやくそく(やくそく),おやくそく(やくそく),(votre) rendez-vous (le rendez-vous / la promesse),T9,aucune,A2/B1
終わります,おわります,finir / s'achever,T9,aucune,A2/B1
～課,か,section / département,T9,aucune,A2/B1
海外事業,かいがいじぎょう,les affaires étrangères,T9,aucune,A2/B1
海外事業課,かいがいじぎょうか,le département des affaires étrangères,T9,aucune,A2/B1
会議,かいぎ,la réunion,T9,aucune,A2/B1
～会社,がいしゃ,l'entreprise de ~,T9,aucune,A2/B1
かお,かお,le visage,T9,aucune,A2/B1
かぜ,かぜ,le rhume,T9,aucune,A2/B1
活動,かつどう,l'activité,T9,aucune,A2/B1
観光客,かんこうきゃく,le touriste,T9,aucune,A2/B1
機械,きかい,la machine,T9,aucune,A2/B1
企画,きかく,le plan / le planning,T9,aucune,A2/B1
企画課,きかくか,la section du planning,T9,aucune,A2/B1
きちんと,きちんと,exactement / proprement,T9,aucune,A2/B1
キャプテン,キャプテン,le capitaine,T9,aucune,A2/B1
協力(します),きょうりょく(します),la coopération (coopérer),T9,aucune,A2/B1
金融,きんゆう,la finance,T9,aucune,A2/B1
くらべます,くらべます,comparer,T9,aucune,A2/B1
経理,けいり,la comptabilité,T9,aucune,A2/B1
